"ID_UF","ID_MUNICIPIO","CO_ENTIDADE","ID_DEPENDENCIA_ADM","TAXA_PARTICIPACAO_5EF","MEDIA_5EF_LP","MEDIA_5EF_MT"
11,1100015,11024666,3,1,191.78,224.05
11,1100015,11024682,2,0.9864864865,244.34,256.25
11,1100015,11024828,3,0.9473684211,183.98,202.24
11,1100015,11024968,2,0,0,0
11,1100015,11025077,3,0.8888888889,195.11,201
11,1100015,11025310,3,0.9310344828,192.9,206.46
11,1100015,11025352,3,0.9545454545,187.44,191.87
11,1100015,11025620,2,0.9327731092,214.3,222.38
11,1100015,11025638,2,0,0,0
11,1100015,61223483,3,0,0,0
11,1100015,61226273,3,0,0,0
11,1100023,11006773,2,0.9784172662,218.05,227.98
11,1100023,11006846,2,0.9659090909,225.56,235.76
11,1100023,11006854,3,0.9154929577,199.18,212.4
11,1100023,11006889,2,1,230.69,232.32
11,1100023,11007079,3,0.9090909091,205.11,216.99
11,1100023,11007168,2,0,0,0
11,1100023,11007222,3,0.8936170213,212.36,224.55
11,1100023,11007249,3,0.8695652174,182.3,211.32
11,1100023,11007281,2,1.0833333333,218.72,229.25
11,1100023,11007346,3,0.9375,212.31,238.78
11,1100023,11007443,3,0.95,218.65,224.46
11,1100023,11007451,3,0.9016393443,196.32,201.92
11,1100023,11007508,3,1.0178571429,208.64,214.16
11,1100023,11007524,2,0,0,0
11,1100023,11007605,3,0.9454545455,204.07,212.88
11,1100023,11007702,3,0.8979591837,187.95,201.5
11,1100023,11007737,3,0.640625,207.25,213.25
11,1100023,11007834,3,0.8205128205,194.37,212.04
11,1100023,11007885,2,0,0,0
11,1100023,11007893,2,0,0,0
11,1100023,11007907,3,0.9923664122,258.53,263.36
11,1100023,11041439,3,0.9217391304,197.66,206.23
11,1100023,11041986,3,0.9230769231,223.35,245.89
11,1100023,11048620,2,1,235.76,240.19
11,1100023,11050233,2,0,0,0
11,1100023,61186439,3,0.7777777778,190.93,188.28
11,1100023,61230837,3,0.7608695652,188.87,204.98
11,1100023,61246509,3,0.7936507937,196.51,203.49
11,1100031,11034041,3,0.9375,198.69,226.03
11,1100031,11034173,3,0.9333333333,216.46,243.38
11,1100031,11034440,2,0,0,0
11,1100031,11039841,3,0.9605263158,218.16,240.81
11,1100049,11025999,3,1,206.24,213.59
11,1100049,11026014,2,0.9473684211,237.8,229
11,1100049,11026073,2,0,0,0
11,1100049,11026197,2,0,0,0
11,1100049,11026235,3,0.8301886792,208.25,221.41
11,1100049,11026278,2,0,0,0
11,1100049,11026294,3,1,210.38,220
11,1100049,11026367,3,1.037037037,200.95,199.07
11,1100049,11026464,2,0.8863636364,239.75,254.97
11,1100049,11026499,2,0.9387755102,210.73,230.68
11,1100049,11026545,2,0.8965517241,207.13,217.66
11,1100049,11026626,2,1.012345679,225.79,236.9
11,1100049,11026685,3,0.8461538462,194.79,218.61
11,1100049,11026758,2,0.8444444444,233.23,242.15
11,1100049,11026766,3,1,189.99,224.03
11,1100049,11026812,3,0.9047619048,187.62,199.18
11,1100049,11026839,3,0.8461538462,205.78,214.2
11,1100049,11026936,3,0.8571428571,197.6,200.85
11,1100049,11026960,3,1.1,225.22,236.72
11,1100049,11027002,3,1.03125,226.92,250.39
11,1100049,11027088,3,0.9545454545,212.71,242.08
11,1100049,11027312,2,0.9896907216,242.44,254.17
11,1100049,11027320,2,0.9438202247,233.69,240.87
11,1100049,11027380,3,0.8596491228,229.61,239.06
11,1100049,11027398,3,0.975,214.29,223.62
11,1100049,11043342,3,0.8636363636,193.83,205.31
11,1100049,11051205,3,0.9473684211,204.88,213.58
11,1100049,11052600,3,0.9523809524,223.23,224.49
11,1100049,61176663,2,0,0,0
11,1100049,61204252,2,0,0,0
11,1100049,61223921,1,0,0,0
11,1100049,61233484,2,0,0,0
11,1100056,11034696,2,0.9705882353,253.09,274.73
11,1100056,11034750,3,1.0384615385,228.48,229.65
11,1100056,11034777,2,0,0,0
11,1100056,11034955,3,0.9534883721,213.03,226.65
11,1100056,11034998,2,0,0,0
11,1100056,11035056,2,0,0,0
11,1100056,11035072,3,0.9885057471,225.1,232.55
11,1100056,11042346,3,0.8965517241,211.12,217.77
11,1100064,11035110,3,1,232.91,244.43
11,1100064,11035188,3,1,219.59,235.32
11,1100064,11035277,3,0,0,0
11,1100064,11035404,3,0.9090909091,183.28,227.2
11,1100064,11035420,3,0.9666666667,243.43,253.58
11,1100064,11035544,3,1.05,213.35,228.32
11,1100064,11035790,3,0.9375,212.43,218.51
11,1100064,11035951,2,0,0,0
11,1100064,11035960,2,0,0,0
11,1100064,11037016,1,0,0,0
11,1100072,11036125,2,0,0,0
11,1100072,11036397,2,0.8048780488,201.36,200.5
11,1100072,11036516,3,0.9615384615,212.76,215.77
11,1100072,11036575,2,0,0,0
11,1100072,11038519,3,0.9855072464,215.55,225.86
11,1100072,61190529,2,0,0,0
11,1100080,11005610,3,0.84,211.37,220.52
11,1100080,11005769,2,0.9864864865,196.56,207.82
11,1100080,11005823,2,0,0,0
11,1100080,11041420,3,0.9545454545,182.24,202.08
11,1100080,11041447,3,0.8571428571,178.56,191.73
11,1100080,11045507,3,0.8717948718,195.96,214.14
11,1100080,11048654,3,1.125,196.07,227.27
11,1100080,61223490,2,0,0,0
11,1100098,11027487,3,1,185.53,203.89
11,1100098,11027533,3,1,191.89,203.49
11,1100098,11027690,2,1,221.74,232
11,1100098,11027754,2,0,0,0
11,1100098,11027762,2,0.9886363636,234.26,241.66
11,1100098,11027878,2,0.9565217391,227.84,233.41
11,1100098,11027886,3,0.8947368421,170.21,182.24
11,1100098,11028335,3,1.125,179.16,198.41
11,1100098,11028424,2,0,0,0
11,1100098,11038586,3,0.974025974,197.81,206.08
11,1100098,11044527,3,0.9390243902,231.07,244.14
11,1100098,11106816,2,0.9444444444,219.32,227.57
11,1100106,11005971,3,0.8285714286,186.05,200.11
11,1100106,11005980,2,0,0,0
11,1100106,11006030,3,0.9166666667,201.71,212.13
11,1100106,11006102,3,0.8695652174,236,228.89
11,1100106,11006196,3,0.9677419355,163.59,165.84
11,1100106,11006358,2,0.9639175258,208.94,212.06
11,1100106,11006420,2,0.8571428571,189.85,199.01
11,1100106,11006498,3,0.85,191.4,200.07
11,1100106,11006528,3,0.9130434783,181.79,193.57
11,1100106,11006536,3,0.9836065574,222.36,227.08
11,1100106,11006617,2,0,0,0
11,1100106,11006633,2,0,0,0
11,1100106,11006641,2,0,0,0
11,1100106,11006684,2,0,0,0
11,1100106,11043458,3,0.8064516129,180.85,193.27
11,1100106,11089806,2,0,0,0
11,1100106,61207135,2,0,0,0
11,1100106,61208072,3,0.6333333333,184.91,201.36
11,1100114,11011270,3,1.025,230.25,248.44
11,1100114,11011335,3,1.037037037,210.14,229.42
11,1100114,11011661,2,1.0410958904,218.66,221.81
11,1100114,11011998,3,0.9722222222,212.72,225.9
11,1100114,11012099,2,0,0,0
11,1100114,11012145,2,0.8421052632,223.1,228.72
11,1100114,11012170,3,0.9411764706,194.68,198.94
11,1100114,11012269,3,1,235.51,247.23
11,1100114,11012277,2,1,208.06,226.75
11,1100114,11012323,3,0.975,198.61,214.49
11,1100114,11012382,2,1.0666666667,208.77,228.91
11,1100114,11012447,2,1.025210084,242.21,251.18
11,1100114,11012579,2,0,0,0
11,1100114,11012684,2,0.9514563107,221.54,227.66
11,1100114,11012994,2,0,0,0
11,1100114,11043695,3,1.1,211.73,222.34
11,1100114,11043709,3,0.8387096774,188.14,207.6
11,1100114,11046260,3,0.8285714286,190.82,206.88
11,1100114,11046279,3,1,199.21,203.36
11,1100114,61176661,2,0,0,0
11,1100122,11013273,2,0.88,203.25,218.67
11,1100122,11013311,2,0.9454545455,221.96,230.34
11,1100122,11013389,2,0.94,208.54,230.36
11,1100122,11013419,3,0.8285714286,221.54,228.5
11,1100122,11013494,2,0.9692307692,198.15,199.94
11,1100122,11013818,2,0.9708737864,256.09,273.01
11,1100122,11013907,2,1.1,194.39,211.97
11,1100122,11014075,2,0.9545454545,223.59,238.64
11,1100122,11014148,3,0.9230769231,261.34,287.78
11,1100122,11014156,2,0,0,0
11,1100122,11014172,2,0.9571428571,206.37,224.76
11,1100122,11014300,2,0.9571428571,191.69,204.62
11,1100122,11014431,2,0.9574468085,225.8,243.74
11,1100122,11014555,2,0.8125,194.62,202.56
11,1100122,11014636,2,0.8666666667,230.12,242.09
11,1100122,11014741,3,1.0714285714,203.15,203.85
11,1100122,11014806,2,0.9487179487,225.84,236.4
11,1100122,11014830,2,0.9090909091,202.96,212.8
11,1100122,11015144,2,1.0166666667,226.32,230.78
11,1100122,11015357,2,0.9230769231,217.28,226.98
11,1100122,11015411,2,0.9487179487,224.87,230.86
11,1100122,11015500,2,1.023255814,202.69,209.45
11,1100122,11015608,2,0,0,0
11,1100122,11015616,2,0,0,0
11,1100122,11015624,2,0,0,0
11,1100122,11015632,2,0,0,0
11,1100122,11015667,2,0.8461538462,227.64,240.99
11,1100122,11015683,2,0.9322033898,230.28,239.25
11,1100122,11016019,2,1,196.57,214.48
11,1100122,11016094,2,1.037037037,230.32,231.57
11,1100122,11037695,3,1,206.62,221.81
11,1100122,11040041,3,0.8450704225,228.37,235.47
11,1100122,11042990,3,0.8421052632,259.67,291.22
11,1100122,11043849,3,1.0714285714,226.89,241.57
11,1100122,11044101,3,0.8181818182,229.52,233.92
11,1100122,11044845,3,0.8947368421,229.12,240.65
11,1100122,11044853,3,0.9259259259,226.53,232.85
11,1100122,11044861,3,0.9487179487,220.97,245.33
11,1100122,11045663,3,1.0588235294,206.82,231.72
11,1100122,11045698,3,0.9189189189,221.51,241.04
11,1100122,11047208,2,0,0,0
11,1100122,11049634,2,0,0,0
11,1100122,61183332,3,0,0,0
11,1100122,61217393,2,0.75,193.34,195.01
11,1100122,61221146,1,0,0,0
11,1100130,11008008,2,0,0,0
11,1100130,11008148,3,1,187.72,196.48
11,1100130,11008598,3,0.9537037037,210.31,209.58
11,1100130,11009047,3,0.8804347826,196.45,208.23
11,1100130,11009080,2,0,0,0
11,1100130,11037393,2,0.9037037037,225.26,236.86
11,1100130,11043172,3,0.829787234,190.75,190.92
11,1100130,11043180,3,1,201.06,201.57
11,1100130,11047704,3,0.9375,187.29,210.74
11,1100130,11049863,3,0.9677419355,212.77,217.94
11,1100130,11054204,3,1,170.13,194.75
11,1100130,61209213,2,0,0,0
11,1100130,61225015,3,0.5714285714,190.73,200.23
11,1100130,61228198,3,0,0,0
11,1100130,61239535,3,0.7142857143,185.14,196.66
11,1100130,61240666,2,0,0,0
11,1100148,11021918,3,1,214.1,239
11,1100148,11022108,3,0.95,225.64,232.44
11,1100148,11022205,2,0.9298245614,242.9,276.29
11,1100148,11022230,2,0.987804878,259.46,283.85
11,1100148,11038624,3,1.0434782609,200.55,222.71
11,1100148,11059800,3,0.90625,237.98,255.24
11,1100155,11016299,3,0.8292682927,198.28,203.75
11,1100155,11016507,2,0,0,0
11,1100155,11016558,3,1.0117647059,210.93,218.67
11,1100155,11016817,3,0.9726027397,208.85,223.75
11,1100155,11017023,3,0.9272727273,241.09,245.17
11,1100155,11017104,3,0.96875,219.82,221.79
11,1100155,11017112,3,0.8148148148,206.93,220.12
11,1100155,11017201,2,0,0,0
11,1100155,11017422,2,0,0,0
11,1100155,11017430,2,0.9375,189.64,219.17
11,1100155,11017775,2,0,0,0
11,1100155,11017791,2,0,0,0
11,1100155,11040432,3,0.8367346939,221.78,244.63
11,1100155,11050004,3,0.9423076923,231.48,246.2
11,1100189,11031549,2,0.9242424242,248.94,262.93
11,1100189,11031700,2,1,215.47,219.64
11,1100189,11032260,2,0,0,0
11,1100189,11032375,3,0.8441558442,221.68,241.08
11,1100189,11032510,2,0,0,0
11,1100189,11032642,3,1.024691358,237.14,250.01
11,1100189,11037334,2,0.875,201.88,227.8
11,1100189,11042621,3,1.2,224.82,228.73
11,1100189,11048026,3,1.1363636364,223.52,228.06
11,1100189,11048956,2,0,0,0
11,1100189,11050250,3,0.9090909091,201.48,210.87
11,1100189,11050268,3,1,221.29,222.47
11,1100189,11050276,3,0.9911504425,215.28,225.04
11,1100189,61201098,2,0,0,0
11,1100205,11000201,3,0.9019607843,212.63,221.98
11,1100205,11000260,2,0.8907563025,232.31,233.81
11,1100205,11000295,2,0.9428571429,248.6,248.6
11,1100205,11000317,2,0,0,0
11,1100205,11000368,3,1.0153846154,216.58,234.58
11,1100205,11000376,2,1.0147058824,216.79,223.59
11,1100205,11000457,2,0,0,0
11,1100205,11000473,3,0.8863636364,227.72,227.09
11,1100205,11000554,2,0,0,0
11,1100205,11000597,2,0,0,0
11,1100205,11000651,3,0.9803921569,221.74,227.83
11,1100205,11000660,3,0.9450549451,209.67,210.61
11,1100205,11000678,2,0,0,0
11,1100205,11000848,2,1,210.71,205.12
11,1100205,11000856,2,0,0,0
11,1100205,11000864,3,0.9090909091,185.43,195.55
11,1100205,11000910,2,0.9513888889,211.07,222.02
11,1100205,11000937,2,0,0,0
11,1100205,11000970,2,0.9130434783,213.8,214.33
11,1100205,11001003,3,0.8659793814,189.21,197.61
11,1100205,11001011,3,0.9534883721,188.34,196.98
11,1100205,11001038,3,0.9266055046,187.63,191.66
11,1100205,11001046,2,0,0,0
11,1100205,11001097,2,0.8888888889,203.94,211.97
11,1100205,11001119,2,0,0,0
11,1100205,11001135,2,0,0,0
11,1100205,11001143,2,0.9439252336,195.94,203.43
11,1100205,11001160,2,0.8714285714,206.11,208.31
11,1100205,11001178,2,0.9856115108,218.8,221.95
11,1100205,11001186,3,1.0344827586,196.03,206.35
11,1100205,11001240,2,1.0064102564,185.23,192.74
11,1100205,11001267,3,0.9,161.17,168.14
11,1100205,11001275,3,0.964028777,206.4,205.04
11,1100205,11001283,2,0,0,0
11,1100205,11001305,2,0,0,0
11,1100205,11001313,3,1,214.37,240.51
11,1100205,11001364,2,0,0,0
11,1100205,11001410,2,1.0789473684,197.62,198.5
11,1100205,11001445,3,1.0714285714,192.57,193.51
11,1100205,11001496,2,0,0,0
11,1100205,11001526,2,0.880952381,189.89,201.51
11,1100205,11001550,2,0,0,0
11,1100205,11001640,2,0,0,0
11,1100205,11001658,3,1,193.3,192.93
11,1100205,11001666,3,1.0217391304,213.37,208.9
11,1100205,11001712,2,0.9076923077,210.47,216.83
11,1100205,11001810,2,0.9090909091,206.8,226.02
11,1100205,11001844,2,1.0833333333,189.28,186.49
11,1100205,11001887,2,0,0,0
11,1100205,11001909,2,0.875,203.29,224.84
11,1100205,11001950,3,1,184.07,176.31
11,1100205,11001968,3,0.8245614035,215.83,224.93
11,1100205,11002018,2,0,0,0
11,1100205,11002042,3,1,175.96,186.33
11,1100205,11002085,3,1.0789473684,222.22,226.58
11,1100205,11002093,3,0.8644067797,205.07,213.95
11,1100205,11002158,3,0.9069767442,195.46,205.07
11,1100205,11002255,2,0,0,0
11,1100205,11002280,3,0.9268292683,191.54,196.92
11,1100205,11002301,2,0.84,210.39,199.65
11,1100205,11002310,3,0.9333333333,208.34,219.47
11,1100205,11002328,2,0.7884615385,175.86,188.68
11,1100205,11002468,2,0,0,0
11,1100205,11002476,2,0.9655172414,182.84,202.37
11,1100205,11002484,2,0,0,0
11,1100205,11002514,2,0,0,0
11,1100205,11002522,2,0,0,0
11,1100205,11002549,2,0,0,0
11,1100205,11002778,3,0.9215686275,212.08,213.05
11,1100205,11002883,3,0.9176470588,193.93,199.37
11,1100205,11002956,3,0.9272727273,213.74,211.99
11,1100205,11002999,3,0.976744186,194.61,204.81
11,1100205,11003065,2,0,0,0
11,1100205,11003138,3,0.9090909091,199.67,214.72
11,1100205,11003154,2,0.9625,255.74,257.89
11,1100205,11003162,2,0.9784946237,234.04,235.52
11,1100205,11003197,2,0.96,209.69,218.61
11,1100205,11003200,2,1.0175438596,218.92,228.78
11,1100205,11003308,3,0.9583333333,174.83,188.36
11,1100205,11003324,3,0.7894736842,193.1,197.69
11,1100205,11003383,3,0.8461538462,191.88,202.9
11,1100205,11003413,2,0,0,0
11,1100205,11003693,3,1.0303030303,204.35,208.34
11,1100205,11037482,3,0.9261744966,194.08,200.28
11,1100205,11037512,3,0.9824561404,193.19,199.91
11,1100205,11037598,3,0.8709677419,201.6,197.83
11,1100205,11037636,3,0.9529411765,202.04,213.17
11,1100205,11037644,3,0.84,202.57,207.75
11,1100205,11037652,3,0.9423076923,199.25,207.97
11,1100205,11037865,3,1.019047619,210.65,218.09
11,1100205,11037881,3,0.9166666667,212.01,213.6
11,1100205,11037903,2,1.0392156863,209.45,216.87
11,1100205,11040556,3,0.9268292683,195.32,209.47
11,1100205,11040629,2,0,0,0
11,1100205,11040920,3,0.9444444444,204.86,207.37
11,1100205,11041064,3,0.8333333333,192.17,200.77
11,1100205,11043989,3,0.9622641509,205.77,210.76
11,1100205,11043997,3,0.95,210.26,234.72
11,1100205,11045167,3,0.9626168224,189.82,191.52
11,1100205,11045175,3,0.9090909091,222.1,232.29
11,1100205,11045809,3,0,0,0
11,1100205,11045825,3,0.8636363636,188.83,201.81
11,1100205,11045892,3,0.9712643678,195.44,203.21
11,1100205,11046651,3,0.875,161.83,178.75
11,1100205,11046660,3,0.8181818182,188.37,208.11
11,1100205,11046937,2,0.9696969697,208.77,206.77
11,1100205,11047682,3,0.9245283019,220.74,220.29
11,1100205,11047739,3,0.9183673469,215.33,217.65
11,1100205,11047780,3,0.9333333333,191.53,200.11
11,1100205,11047925,3,0.8888888889,211.39,208.21
11,1100205,11048280,3,0.8203125,186.93,196.01
11,1100205,11048298,3,0.9142857143,216.39,224.26
11,1100205,11048310,3,0.9382716049,206.93,212.14
11,1100205,11048450,2,1.0306122449,224.21,221.72
11,1100205,11048484,3,0.9056603774,202.9,210.95
11,1100205,11048492,3,0.8695652174,220.93,221.05
11,1100205,11048506,3,0.8227848101,182.83,195.69
11,1100205,11048530,3,0.9589041096,204.45,206.96
11,1100205,11048875,3,1,218.01,220.07
11,1100205,11048883,3,0.9274193548,202.65,208.79
11,1100205,11049146,3,1,219.75,225.63
11,1100205,11049170,3,0.8269230769,187.13,186.78
11,1100205,11049430,2,0,0,0
11,1100205,11055600,2,1.0181818182,206.36,211.92
11,1100205,11104805,2,0,0,0
11,1100205,11117800,3,0.8888888889,210.03,221.44
11,1100205,11118814,3,0.904109589,195.29,194.43
11,1100205,11120819,3,0.9803921569,225.02,234.84
11,1100205,61178820,2,0,0,0
11,1100205,61178821,2,0,0,0
11,1100205,61184523,2,0,0,0
11,1100205,61186438,2,0,0,0
11,1100205,61189735,2,0,0,0
11,1100205,61189738,3,0.7083333333,161.54,175.7
11,1100205,61190237,3,0.7857142857,185.45,204.01
11,1100205,61190534,3,0.8181818182,171.14,197.34
11,1100205,61208071,2,0,0,0
11,1100205,61217863,2,0,0,0
11,1100205,61222310,3,0.7974683544,201.7,207.67
11,1100205,61223491,2,0,0,0
11,1100205,61234227,3,0.7804878049,187.91,187.7
11,1100205,61237516,2,0,0,0
11,1100205,61246640,3,0,0,0
11,1100205,61246642,2,0,0,0
11,1100254,11017872,3,1.0588235294,206.89,213.26
11,1100254,11017899,3,0.9090909091,235.55,246.7
11,1100254,11017988,2,0.8125,216.74,219.72
11,1100254,11018089,2,0.9230769231,250.75,270.27
11,1100254,11018216,2,0.9285714286,239.59,253.78
11,1100254,11018267,2,1,215.28,212.89
11,1100254,11018810,2,0.9523809524,230.98,234.32
11,1100254,11018950,2,0.9607843137,234.93,241.18
11,1100254,11046430,3,0.9230769231,212.14,221.76
11,1100254,11048441,2,0.8333333333,198.77,212.2
11,1100254,61228192,3,0.8181818182,212.01,230.84
11,1100262,11009306,2,0.9411764706,204.14,232.58
11,1100262,61203792,3,0.7407407407,191.56,204.45
11,1100288,11028750,2,0,0,0
11,1100288,11028840,3,0.8823529412,182.09,201.24
11,1100288,11029056,2,0,0,0
11,1100288,11029064,3,0.9818181818,215.7,232.08
11,1100288,11029099,2,0.9615384615,230.61,245.7
11,1100288,11029110,2,1.0487804878,231.09,243.6
11,1100288,11029161,2,0.9069767442,242.94,254.2
11,1100288,11029170,2,0.9591836735,243.06,236.44
11,1100288,11029307,2,0.95,209.11,232.04
11,1100288,11029412,2,1,236.4,257.62
11,1100288,11029439,2,0,0,0
11,1100288,11029455,2,0.976076555,249.43,248.74
11,1100288,11029480,2,0,0,0
11,1100288,11038934,3,1,198.65,216.16
11,1100288,11045051,3,1.0277777778,215.23,223.03
11,1100288,11046104,3,0.9605263158,206.35,221.51
11,1100288,11048646,3,0.8902439024,208.61,227.09
11,1100288,11050195,3,1.05,204.76,234.18
11,1100288,11050217,3,1.0185185185,232.02,238.18
11,1100296,11029951,2,0,0,0
11,1100296,11039132,3,1.0099009901,230.53,253.94
11,1100296,11042419,3,1.0909090909,221.52,239.45
11,1100304,11033347,3,1.0740740741,224.15,223.84
11,1100304,11033363,2,0,0,0
11,1100304,11033380,3,0.9166666667,205.63,208.96
11,1100304,11033398,3,0.9824561404,234.7,242
11,1100304,11033428,2,0,0,0
11,1100304,11033487,2,1.0166666667,229.34,232.85
11,1100304,11033533,3,0.8,194.4,194.23
11,1100304,11033576,2,0.95,239.14,247.84
11,1100304,11033649,2,0,0,0
11,1100304,11033657,3,0.9534883721,213.31,219.4
11,1100304,11033673,3,0.9541984733,201.64,211.48
11,1100304,11033681,3,1,213.87,210.76
11,1100304,11033797,2,0,0,0
11,1100304,11033819,2,0,0,0
11,1100304,11033827,2,0,0,0
11,1100304,11033835,2,0,0,0
11,1100304,11037440,3,1.0178571429,224.68,228.28
11,1100304,11039760,3,0.9296875,202.65,218.46
11,1100304,11041960,3,0.8939393939,219.5,232.88
11,1100304,11042397,3,0.9523809524,213.91,222.2
11,1100304,11046325,3,0.95,210.66,214.84
11,1100304,11046694,3,0.974025974,211.3,219.91
11,1100304,11047224,2,0.9662921348,233.7,239.9
11,1100304,11047615,3,0,0,0
11,1100304,11060808,3,0.90625,221.71,234.82
11,1100304,11106867,2,0,0,0
11,1100304,61240668,1,0,0,0
11,1100320,11022361,3,0.875,196.15,204.62
11,1100320,11022370,3,0.8333333333,224.69,231.82
11,1100320,11022388,3,0.875,216.81,223.1
11,1100320,11022450,2,1,212.82,223.24
11,1100320,11022469,3,0.8461538462,199.66,213.81
11,1100320,11022809,3,0.9444444444,218.07,230.76
11,1100320,11022841,3,1.0277777778,209.64,210.27
11,1100320,11022949,3,0.9411764706,169.81,189.53
11,1100320,11022981,2,0,0,0
11,1100320,11042508,3,0.9496855346,201.89,210.15
11,1100320,11074809,3,0.9523809524,187.26,208.59
11,1100338,11003979,2,1.0178571429,231.06,251.11
11,1100338,11003987,3,0.9156626506,194.39,200.82
11,1100338,11004118,3,0.9444444444,201.59,203.92
11,1100338,11004240,3,0.8219178082,190.7,200.93
11,1100338,11004274,2,0.9387755102,216.27,219.36
11,1100338,11038357,3,0.8571428571,171.49,176.88
11,1100338,11040327,3,0.8275862069,186.43,196.98
11,1100338,11046945,3,0.8493150685,181.31,193.59
11,1100338,11048247,2,0,0,0
11,1100338,11049111,3,0.9130434783,187.02,191.94
11,1100338,11049227,3,0.9545454545,170.85,188.19
11,1100338,61204574,2,0,0,0
11,1100346,11000589,3,0,0,0
11,1100346,11023430,2,1,240.08,274.17
11,1100346,11023449,3,0.9024390244,200.77,219.4
11,1100346,11023490,3,1,205.94,218.92
11,1100346,11023554,3,0.9285714286,194.81,211.29
11,1100346,11023660,2,0,0,0
11,1100346,11023678,2,0.9375,212.93,226.67
11,1100346,11057807,3,1,205.24,217.76
11,1100346,61187474,3,0.8,222.84,227.04
11,1100379,11024437,2,1.0416666667,214.1,248.08
11,1100379,11024712,3,1,204.97,214.23
11,1100379,11025050,3,1.0454545455,197.79,231.7
11,1100379,11025492,3,1,228.54,240.11
11,1100379,11031840,3,1,191.46,202.26
11,1100379,11040947,3,0.8915662651,212.25,223.43
11,1100379,11048468,3,1.1428571429,230.9,224.99
11,1100379,61197174,3,0.6956521739,214.34,229.55
11,1100403,11009888,2,0,0,0
11,1100403,11009918,3,0.96875,161.8,180.92
11,1100403,11009950,3,1,183.49,201.61
11,1100403,11009977,3,1,166,192.35
11,1100403,11010037,3,0.9230769231,209.77,238.89
11,1100403,11010126,3,1,188.55,195.21
11,1100403,11044179,3,0.8484848485,198.87,222.39
11,1100403,11048140,2,0.9833333333,210.32,223.86
11,1100403,61196036,3,0.7796610169,226.51,243.07
11,1100452,11004428,2,0,0,0
11,1100452,11039582,2,0,0,0
11,1100452,11041641,3,0.9756097561,196.58,208.49
11,1100452,11042028,2,0,0,0
11,1100452,11044187,3,0.8510638298,202.35,208.85
11,1100452,11044225,3,0.9277108434,201.94,219.04
11,1100452,11044233,3,1.0833333333,190.18,197.82
11,1100452,11044292,3,0.90625,202.47,218.55
11,1100452,11044306,3,0.84,177.53,191.87
11,1100452,11045558,3,0.9240506329,209.95,224.2
11,1100452,11045906,3,0.9111111111,218.25,223.06
11,1100452,11045914,2,0,0,0
11,1100452,11047399,3,0.8759124088,209.34,216.03
11,1100452,11062800,3,0.9375,196.39,197.56
11,1100502,11030003,2,1.0540540541,237.78,232.03
11,1100502,11030372,2,0.9772727273,227.32,232.35
11,1100502,11048379,3,1.0243902439,222.56,219.04
11,1100502,11048387,3,1.0833333333,200.43,212.04
11,1100601,11010290,2,0,0,0
11,1100601,11043067,3,0.9444444444,166.27,176.23
11,1100601,11046074,3,0.9411764706,214.75,234.81
11,1100700,11004347,2,0,0,0
11,1100700,11004452,3,0.9710144928,204.07,221.91
11,1100700,11004606,3,1,197.12,224.31
11,1100700,11004738,3,0.9393939394,175.98,188.29
11,1100700,11037172,3,0.8780487805,197.07,213.5
11,1100700,11039779,3,0.9142857143,197.99,213.89
11,1100700,61214884,2,0,0,0
11,1100809,11004894,2,0.9393939394,201.84,207.64
11,1100809,11005041,2,0,0,0
11,1100809,11005050,2,0.9193548387,202.9,216.88
11,1100809,11038640,3,0.888,182.43,191.62
11,1100809,11045043,3,0.9285714286,194.75,212.95
11,1100809,11046953,2,0,0,0
11,1100809,61228189,3,0.7719298246,182.93,191.71
11,1100908,11030666,2,0,0,0
11,1100908,11030801,3,0.7777777778,217.4,224.31
11,1100908,11030895,3,0.649122807,192,196.6
11,1100924,11032065,3,1.0555555556,207.32,224.16
11,1100924,11033290,3,1,186.67,192.17
11,1100924,11043601,3,0.8717948718,191.83,203.86
11,1100924,11043792,3,0.8611111111,186.9,202.79
11,1100924,11095806,2,0,0,0
11,1100924,61235917,2,0,0,0
11,1100940,11009136,3,1.03125,179.51,198.79
11,1100940,11009543,3,0.9555555556,179.84,202.95
11,1100940,11038780,3,0.81,182.34,190.32
11,1100940,11053402,3,0.9464285714,195.78,205.32
11,1100940,61195282,2,0,0,0
11,1101005,11019115,2,0,0,0
11,1101005,11019140,2,0,0,0
11,1101005,11019190,3,1,192.73,225.06
11,1101005,11019581,3,0.9166666667,208.87,222.64
11,1101005,11043334,3,0.8082191781,215.35,228.09
11,1101005,11045647,3,0.9655172414,169.98,191.63
11,1101005,11045655,3,1,164.84,197.91
11,1101104,11005165,3,0.8564356436,193.74,201.2
11,1101104,11005360,2,0,0,0
11,1101203,11031000,3,1.0909090909,183.07,229.09
11,1101203,11031298,2,1,244.54,275.01
11,1101203,11031352,3,1,211.65,214.28
11,1101203,11042630,3,0.8653846154,224.84,251.67
11,1101302,11019727,3,0,0,0
11,1101302,11019778,3,1.125,238.53,246.17
11,1101302,11019948,2,0,0,0
11,1101302,11038136,3,0.875,221.03,232.57
11,1101302,11045450,3,0.9082568807,198.53,213.41
11,1101302,61209208,2,0,0,0
11,1101401,11010665,2,0,0,0
11,1101401,11010932,3,0.7419354839,181.77,184.38
11,1101401,11010940,2,0.9711538462,212.11,230.02
11,1101401,11038144,3,0.9459459459,180.86,193.67
11,1101401,11043210,3,1.0434782609,161.72,175.26
